id,title_en,title_es,case_name,docket,court_en,court_es,status,status_label_en,status_label_es,what_it_affects_en,what_it_affects_es,people_affected,timeline_events,first_event,latest_event,last_checked,url_en,url_es
crime-victim-protections-u-t-vawa,"Protections for U Visa, T Visa, and VAWA Survivors (ICWC v. Noem)","Protecciones para sobrevivientes con visa U, visa T y VAWA (ICWC v. Noem)",Immigration Center for Women and Children v. Noem,C.D. Cal. No. 2:25-cv-09848-AB-AS; 9th Cir. No. 26-3961,"U.S. District Court for the Central District of California (Hon. André Birotte Jr.), now on appeal to the U.S. Court of Appeals for the Ninth Circuit","Tribunal de Distrito de EE. UU. para el Distrito Central de California (Hon. André Birotte Jr.), ahora en apelación ante el Tribunal de Apelaciones del Noveno Circuito",injunction_in_effect,Blocked by injunction,Bloqueada por medida cautelar,"Survivors of domestic violence, human trafficking, and certain other crimes who have a pending VAWA self-petition, U visa petition, or T visa petition. The order limits how ICE may detain or remove members of the certified classes under the January 2025 policy while their petitions are pending. This is general information about a court case, not legal advice; the relief is preliminary and under appeal.","Sobrevivientes de violencia doméstica, trata de personas y ciertos otros delitos que tienen pendiente una autopetición VAWA o una petición de visa U o visa T. La orden limita cómo ICE puede detener o expulsar a los miembros de las clases certificadas bajo la política de enero de 2025 mientras sus peticiones están pendientes. Esto es información general sobre un caso judicial, no asesoría legal; la medida es preliminar y está en apelación.",,4,2025-10-14,2026-06-19,2026-08-26,/immigration-cases/u-t-visa-vawa-survivor-protections-injunction/,/es/casos-de-inmigracion/protecciones-sobrevivientes-visa-u-t-vawa/
secure-america-act-enforcement-funding,Secure America Act: $70 billion for ICE and CBP immigration enforcement,Ley Secure America: $70 mil millones para el control migratorio de ICE y CBP,"Secure America Act, S. 2 (Public Law 119-98)","S. 2, 119th Congress; Public Law 119-98 (signed June 10, 2026)",U.S. Congress (enacted law),Congreso de EE.UU. (ley promulgada),in_effect,Policy in effect,Política en vigor,"Everyone living in the United States within reach of federal immigration enforcement — it sets the funding level for that enforcement through 2029. The money pays for ICE detention and removal operations, agent and personnel hiring at ICE and CBP, surveillance and technology, and 287(g) agreements that let state and local law enforcement perform certain immigration-enforcement functions. The law does not by itself change anyone's immigration status, eligibility, or legal rights, and it does not amend the visa, asylum, or admissibility rules; it determines how much money the enforcement agencies have to operate.","A todas las personas que viven en Estados Unidos al alcance del control migratorio federal — fija el nivel de financiamiento de ese control hasta 2029. El dinero paga las operaciones de detención y deportación de ICE, la contratación de agentes y personal en ICE y CBP, la vigilancia y la tecnología, y los acuerdos 287(g) que permiten a las fuerzas del orden estatales y locales realizar ciertas funciones de control migratorio. La ley por sí sola no cambia el estatus migratorio, la elegibilidad ni los derechos legales de ninguna persona, y no modifica las reglas de visas, asilo ni admisibilidad; determina cuánto dinero tienen las agencias de control para operar.",,3,2026-06-05,2026-06-10,2026-08-26,/immigration-cases/secure-america-act-immigration-enforcement-funding/,/es/casos-de-inmigracion/ley-secure-america-fondos-para-control-migratorio/
day-one-asylum-bar,Day-one asylum suspension (Proclamation 10888),Suspensión del asilo del primer día (Proclamación 10888),RAICES v. Noem,"D.C. Cir. No. 25-5243 (appeal from D.D.C. No. 1:25-cv-00306, Moss, J.)",U.S. Court of Appeals for the D.C. Circuit,Circuito de DC,partially_blocked,Partially blocked,Parcialmente bloqueada,"Affects noncitizens present in or arriving at the U.S. southern border who seek asylum — the litigation covers a certified nationwide class of all individuals subject to Proclamation 10888 who are now or will be present in the United States. Because of a partial appellate stay, the proclamation's bar on asylum still operates at the border, while withholding-of-removal and Convention Against Torture protection screening remains available.","No ciudadanos presentes en o llegando a la frontera sur de EE.UU. que buscan asilo — el litigio cubre una clase nacional certificada de todas las personas sujetas a la Proclamación 10888 que están o estarán en EE.UU. Por una suspensión parcial de apelación, la prohibición del asilo sigue operando en la frontera, mientras que la evaluación para withholding of removal y protección bajo la Convención contra la Tortura sigue disponible.",,5,2025-01-20,2026-06-08,2026-08-26,/immigration-cases/asylum-suspension-proclamation/,/es/casos-de-inmigracion/proclamacion-suspension-asilo/
camp-east-montana-detention-conditions,"Lawsuit over detention conditions at Camp East Montana (Fort Bliss, El Paso)","Demanda por las condiciones de detención en Camp East Montana (Fort Bliss, El Paso)",Akari Angye et al. v. ICE,"No. 3:26-cv-01515 (W.D. Tex., El Paso Division) — class-certification motion filed May 30, 2026, still pending","U.S. District Court, Western District of Texas (El Paso Division)","Corte de Distrito de EE.UU., Distrito Oeste de Texas (División de El Paso)",active_litigation,Active litigation,Litigio activo,"People currently or in the future held at Camp East Montana on the Fort Bliss base in El Paso — the class the lawsuit seeks to represent. The site is described as the largest ICE detention center, designed to hold up to about 5,000 people. The case addresses conditions of confinement (medical care, use of force, solitary confinement, food, and sanitation); it does not change any individual's immigration case, removal proceedings, or eligibility for any immigration benefit. How the court rules could also influence legal standards for detention conditions at other large ICE tent facilities.","Las personas detenidas ahora o en el futuro en Camp East Montana, en la base Fort Bliss de El Paso — la clase que la demanda busca representar. El lugar se describe como el mayor centro de detención de ICE, diseñado para albergar hasta unas 5,000 personas. El caso se refiere a las condiciones de reclusión (atención médica, uso de la fuerza, aislamiento, comida y saneamiento); no cambia el caso de inmigración de ninguna persona, sus procedimientos de deportación ni su elegibilidad para ningún beneficio migratorio. La forma en que falle la corte también podría influir en los estándares legales sobre las condiciones de detención en otros grandes centros de carpas de ICE.",,3,2025-08,2026-05-30,2026-09-01,/immigration-cases/camp-east-montana-fort-bliss-detention-conditions-lawsuit/,/es/casos-de-inmigracion/demanda-condiciones-detencion-camp-east-montana-fort-bliss/
cdl-undocumented-scotus-denial,Supreme Court declines Florida's suit over commercial licenses for undocumented drivers,La Corte Suprema rechaza la demanda de Florida sobre licencias comerciales para conductores indocumentados,Florida v. California (and Washington),"No. 162, Original",U.S. Supreme Court (original jurisdiction),Corte Suprema de EE.UU. (jurisdicción original),decided,Decided,Resuelto,"Non-citizens who hold or are seeking a commercial driver's license (CDL) in California or Washington, and anyone who heard that this case ""ended"" CDL eligibility for immigrants. Because the Court declined to hear the suit and issued no ruling on the merits, no one's CDL eligibility changed and no precedent was set — California's and Washington's licensing laws remain in place exactly as before. The order is a procedural decision about which court can hear a dispute between states, not a ruling on who may hold a commercial license.","Personas sin ciudadanía que tienen o solicitan una licencia de conducir comercial (CDL) en California o Washington, y cualquiera que haya escuchado que este caso ""eliminó"" la elegibilidad de los inmigrantes para la CDL. Como la Corte se negó a atender la demanda y no emitió ningún fallo sobre el fondo, la elegibilidad para la CDL de nadie cambió y no se sentó ningún precedente — las leyes de licencias de California y Washington siguen vigentes tal como estaban. La orden es una decisión de procedimiento sobre qué tribunal puede atender una disputa entre estados, no un fallo sobre quién puede tener una licencia comercial.",,3,2025-08-12,2026-05-26,2026-08-26,/immigration-cases/supreme-court-declines-cdl-undocumented-drivers-suit/,/es/casos-de-inmigracion/corte-suprema-rechaza-demanda-licencias-comerciales-indocumentados/
adjustment-of-status-memo,Adjustment-of-status discretion memo (PM-602-0199),Memorando sobre la discreción en el ajuste de estatus (PM-602-0199),USCIS Policy Memorandum PM-602-0199,PM-602-0199,USCIS policy — no court challenge docketed,Política de USCIS — sin demanda judicial registrada,in_effect,Policy in effect,Política en vigor,"Noncitizens physically in the U.S. seeking a green card through adjustment of status (Form I-485) under INA § 245(a) — especially students, temporary workers, tourists and parolees. The memo tells officers to treat adjustment as administrative grace and weigh the availability of consular processing as a negative factor; it does not change statutory eligibility.","No ciudadanos físicamente en EE.UU. que buscan la green card mediante el ajuste de estatus (Formulario I-485) bajo INA § 245(a) — especialmente estudiantes, trabajadores temporales, turistas y personas con parole. El memorando indica a los oficiales tratar el ajuste como una gracia administrativa y considerar la disponibilidad del proceso consular como un factor negativo; no cambia la elegibilidad establecida por ley.",,2,2026-05-21,2026-05-22,2026-09-01,/immigration-cases/adjustment-of-status-memo/,/es/casos-de-inmigracion/memorando-ajuste-de-estatus/
third-country-removals,Third-country removals,Expulsiones a terceros países,D.V.D. v. U.S. Department of Homeland Security (third-country removals),SCOTUS 24A1153; D. Mass. 1:25-cv-10676; 1st Cir. (expedited appeal),U.S. District Court for the District of Massachusetts (Judge Brian E. Murphy); U.S. Court of Appeals for the First Circuit; U.S. Supreme Court (stay),Tribunal Federal del Distrito de Massachusetts (juez Murphy); Primer Circuito; Corte Suprema (suspensión),active_litigation,Active litigation,Litigio activo,"Noncitizens already physically in the United States who have final orders of removal and whom DHS seeks to deport to a ""third country"" — one not designated in their removal proceedings and often not their country of origin (e.g., South Sudan, Eswatini). The litigation concerns whether DHS must give advance written notice and a meaningful chance to raise a fear-of-torture (Convention Against Torture) claim before such a removal.","No ciudadanos que ya están físicamente en EE.UU., con órdenes finales de expulsión, a quienes el DHS busca deportar a un ""tercer país"" — uno no designado en su proceso y a menudo distinto a su país de origen (por ejemplo, Sudán del Sur, Esuatini). El litigio trata sobre si el DHS debe dar aviso previo por escrito y una oportunidad real de plantear un temor de tortura (Convención contra la Tortura) antes de esa expulsión.",,5,2025-04-18,2026-05-13,2026-09-01,/immigration-cases/third-country-removals/,/es/casos-de-inmigracion/expulsiones-a-terceros-paises/
sijs-deferred-action-rescission,SIJS Deferred Action and Work Permit Changes,Cambios en la acción diferida y el permiso de trabajo (SIJS),A.C.R. v. Noem,No. 1:25-cv-03962 (E.D.N.Y.); appeal pending in the U.S. Court of Appeals for the Second Circuit,U.S. District Court for the Eastern District of New York (appeal pending before the U.S. Court of Appeals for the Second Circuit),Tribunal de Distrito de EE. UU. para el Distrito Este de Nueva York (apelación pendiente ante la Corte de Apelaciones del Segundo Circuito),partially_blocked,Partially blocked,Parcialmente bloqueada,"Affects immigrant youth who have an approved Special Immigrant Juvenile Status (SIJS) petition but cannot yet apply for a green card because no visa is available. Under the 2022 policy, USCIS automatically considered these youth for deferred action, which provides protection from deportation and access to a work permit (EAD). The changes determine whether that automatic consideration continues: petitions filed before May 10, 2026 are still considered automatically, while petitions filed on or after that date are not. Young people who already hold SIJS-based deferred action generally keep it, and their work permit, until it expires, though USCIS can end it case by case. Advocacy groups estimate the policy has affected roughly 200,000 SIJS youth.","Afecta a jóvenes inmigrantes que tienen una petición aprobada de Estatus Especial de Inmigrante Juvenil (SIJS) pero que aún no pueden solicitar la residencia permanente porque no hay una visa disponible. Bajo la política de 2022, USCIS consideraba automáticamente a estos jóvenes para la acción diferida, lo que ofrece protección contra la deportación y acceso a un permiso de trabajo (EAD). Los cambios determinan si esa consideración automática continúa: las peticiones presentadas antes del 10 de mayo de 2026 aún se consideran automáticamente, mientras que las presentadas en esa fecha o después no. Los jóvenes que ya tienen acción diferida basada en el SIJS por lo general la conservan, junto con su permiso de trabajo, hasta que venza, aunque USCIS puede terminarla caso por caso. Grupos de defensa estiman que la política ha afectado a unos 200,000 jóvenes con SIJS.",,5,2025-06-06,2026-05-10,2026-08-26,/immigration-cases/sijs-deferred-action-and-work-permit-changes/,/es/casos-de-inmigracion/sijs-cambios-en-accion-diferida-y-permiso-de-trabajo/
i9-substantive-violations-reclassification,ICE Form I-9 Audits: What the 2026 Violation Rule Change Means for Workers,Auditorías del Formulario I-9 de ICE: qué significa para los trabajadores el cambio de reglas de 2026,ICE Form I-9 substantive-violations reclassification (Form I-9 Inspection fact-sheet update),ICE Form I-9 Inspection fact-sheet update (no Federal Register notice / no docket),"U.S. Immigration and Customs Enforcement (agency policy, not a court case)","Servicio de Inmigración y Control de Aduanas de EE.UU. (política de la agencia, no un caso judicial)",in_effect,Policy in effect,Política en vigor,"Workers whose employers are audited by ICE. The rule change itself is about fines charged to employers for paperwork errors, not about a worker's immigration status. But it matters to workers because I-9 audits (Notices of Inspection) have risen sharply — the 2025 rate was reported at roughly ten times the 2024 level of about 230 audits — and this change makes those audits harsher: employers can no longer quickly fix small I-9 mistakes to avoid penalties. When ICE inspects a workplace, it reviews the I-9 forms on file; if a worker's employment authorization cannot be confirmed during the audit, the employer is generally required to end that worker's employment. Because the paperwork now triggers immediate fines with no cure window, employers face pressure to re-verify staff and terminate workers whose I-9s cannot be corrected. Sectors most affected include construction, staffing, hospitality, manufacturing, and retail. This entry explains what an I-9 audit is and what it can mean for you as an employee — it is general information, not legal advice, and it does not assess anyone's individual case.","Los trabajadores cuyos empleadores son auditados por ICE. El cambio de reglas en sí trata de las multas que se cobran a los empleadores por errores de papeleo, no del estatus migratorio del trabajador. Pero les importa a los trabajadores porque las auditorías del I-9 (los Avisos de Inspección) han aumentado mucho —se informó que la tasa de 2025 fue unas diez veces el nivel de 2024, de alrededor de 230 auditorías— y este cambio hace que esas auditorías sean más duras: los empleadores ya no pueden corregir rápidamente pequeños errores del I-9 para evitar multas. Cuando ICE inspecciona un lugar de trabajo, revisa los formularios I-9 archivados; si durante la auditoría no se puede confirmar la autorización de empleo de un trabajador, por lo general se le exige al empleador terminar el empleo de esa persona. Como el papeleo ahora genera multas inmediatas sin plazo de corrección, los empleadores enfrentan presión para volver a verificar al personal y despedir a los trabajadores cuyos I-9 no se puedan corregir. Los sectores más afectados incluyen construcción, agencias de personal, hotelería y restaurantes, manufactura y comercio minorista. Esta entrada explica qué es una auditoría del I-9 y qué puede significar para usted como empleado: es información general, no asesoría legal, y no evalúa el caso individual de nadie.",,4,1997-03-06,2026-04-14,2026-08-26,/immigration-cases/i9-audit-what-happens-to-workers/,/es/casos-de-inmigracion/auditoria-i9-que-pasa-con-los-trabajadores/
gomez-ruiz-california-city-detention-conditions,California City detention facility conditions injunction (Gomez Ruiz v. ICE),Orden judicial sobre las condiciones del centro de detencion de California City (Gomez Ruiz v. ICE),Gomez Ruiz et al. v. U.S. Immigration and Customs Enforcement (ICE),"No. 3:25-cv-09757 (N.D. Cal.), transferred to E.D. Cal.; 9th Cir. appeals No. 26-1294 (CoreCivic) and No. 26-2302 (federal defendants)",U.S. District Court for the Northern District of California (transferred to the Eastern District of California); appeals pending in the U.S. Court of Appeals for the Ninth Circuit,Tribunal de Distrito de EE. UU. para el Distrito Norte de California (trasladado al Distrito Este de California); apelaciones pendientes ante el Tribunal de Apelaciones del Noveno Circuito,injunction_in_effect,Blocked by injunction,Bloqueada por medida cautelar,"People held in ICE immigration detention at the CoreCivic-operated California City Detention Facility in Kern County, California. The case concerns conditions of confinement for civil immigration detainees at that specific facility — medical and mental-health care, disability accommodations, attorney access, and clothing for cold conditions. It does not change immigration eligibility, benefits, or removal rules.","Personas bajo detencion migratoria de ICE en el Centro de Detencion de California City, operado por CoreCivic, en el condado de Kern, California. El caso trata sobre las condiciones de reclusion de los detenidos migratorios civiles en ese centro especifico: atencion medica y de salud mental, adaptaciones por discapacidad, acceso a abogados y ropa para el frio. No cambia los requisitos migratorios, los beneficios ni las reglas de deportacion.",,5,2025-11-12,2026-04-13,2026-09-01,/immigration-cases/california-city-detention-facility-conditions-injunction/,/es/casos-de-inmigracion/orden-judicial-condiciones-centro-detencion-california-city/
bia-eoir-restructuring,Immigration appeals (BIA) restructuring,Reestructuración de las apelaciones migratorias (BIA),Amica Center v. EOIR,1:26-cv-00696 (D.D.C.); FR rules 2025-06294 & 2026-02326,U.S. District Court for the District of Columbia,Tribunal Federal del Distrito de Columbia,partially_blocked,Partially blocked,Parcialmente bloqueada,"Noncitizens in removal proceedings who appeal an immigration judge's decision to the Board of Immigration Appeals, and the legal-services groups that represent them. The 2025 rule cut the Board to 15 members; the 2026 rule tried to make merits review discretionary and shorten the appeal deadline before a court vacated its core parts.","No ciudadanos en proceso de deportación que apelan la decisión de un juez de inmigración ante la Junta de Apelaciones de Inmigración, y las organizaciones de servicios legales que los representan. La regla de 2025 redujo la Junta a 15 miembros; la regla de 2026 intentó hacer discrecional la revisión de fondo y acortar el plazo de apelación antes de que un tribunal anulara sus partes centrales.",,5,2025-04-14,2026-04-10,2026-08-31,/immigration-cases/bia-appeals-restructuring/,/es/casos-de-inmigracion/reestructuracion-apelaciones-bia/
ideological-deportation,Speech-based deportation of students & faculty,Deportación de estudiantes y profesores por su discurso,American Association of University Professors v. Rubio,"D. Mass. No. 1:25-cv-10685; 1st Cir. No. 26-1141 (appeal), No. 25-1658 (earlier mandamus petition)",U.S. District Court for the District of Massachusetts (Judge William G. Young); on appeal to the U.S. Court of Appeals for the First Circuit,Tribunal Federal del Distrito de Massachusetts (juez Young); en apelación ante el Primer Circuito,active_litigation,Active litigation,Litigio activo,"Categorically affects noncitizen students, faculty, and scholars who are lawfully present in the United States and engage in protected political speech (notably pro-Palestinian advocacy). The case concerns a federal policy of arresting, detaining, and deporting such individuals based on the viewpoint of their speech.","Estudiantes, profesores y académicos no ciudadanos que están legalmente presentes en EE.UU. y participan en discurso político protegido (en particular la defensa propalestina). El caso trata sobre una política federal de arrestar, detener y deportar a estas personas según el punto de vista de su discurso. El tribunal sostuvo que los no ciudadanos presentes legalmente tienen los mismos derechos de libertad de expresión que los ciudadanos.",,4,2025-03-25,2026-04-07,2026-09-01,/immigration-cases/ideological-deportation-students/,/es/casos-de-inmigracion/deportacion-ideologica-estudiantes/
medicaid-data-sharing-ice,Medicaid Data Sharing With ICE: Court Limits on the HHS–DHS Agreement,Compartición de datos de Medicaid con ICE: límites judiciales al acuerdo entre HHS y DHS,California v. U.S. Department of Health and Human Services,3:25-cv-05536-VC (N.D. Cal.),U.S. District Court for the Northern District of California,Tribunal de Distrito de EE.UU. para el Distrito Norte de California,partially_blocked,Partially blocked,Parcialmente bloqueada,"Affects Medicaid enrollees and their families in the plaintiff states (a coalition led by California), especially mixed-status households. It addresses whether immigration authorities can obtain Medicaid enrollment information for immigration enforcement. Under the current order, DHS cannot receive medical records or data about U.S. citizens or lawful permanent residents from those states; only limited biographical and contact data about people who are not lawfully present may be shared.","Afecta a las personas inscritas en Medicaid y a sus familias en los estados demandantes (una coalición encabezada por California), en especial a los hogares de estatus mixto. Trata de si las autoridades migratorias pueden obtener información de inscripción en Medicaid para fines de control migratorio. Bajo la orden vigente, el DHS no puede recibir expedientes médicos ni datos sobre ciudadanos estadounidenses o residentes permanentes legales de esos estados; solo se pueden compartir datos biográficos y de contacto limitados sobre personas que no están legalmente presentes.",,5,2025-06,2026-03-26,2026-09-01,/immigration-cases/medicaid-data-sharing-with-ice/,/es/casos-de-inmigracion/comparticion-de-datos-de-medicaid-con-ice/
new-jersey-immigrant-trust-act,New Jersey Codifies Its Immigrant Trust Laws Limiting Local Police Cooperation with ICE,Nueva Jersey codifica sus leyes de confianza inmigrante que limitan la cooperación de la policía local con ICE,New Jersey Immigrant Trust package (A4071/S3521 Immigrant Trust Act; A4070/S3522 Privacy Protection Act; S3114/S3216 law-enforcement identification act),"N.J. A4071/S3521 (P.L.2026, c.5); A4070/S3522 (P.L.2026, c.4); SCS S3114/S3216 (P.L.2026, c.3)",New Jersey State Legislature (enacted state law),Legislatura del Estado de Nueva Jersey (ley estatal promulgada),in_effect,Policy in effect,Política en vigor,"Immigrants living in New Jersey and their families during encounters with state, county, and municipal police, sheriffs, jails, and prosecutors — not with federal agents. The laws limit how far New Jersey's own officers may go in helping ICE: they generally may not ask about immigration status without a criminal-investigation reason, hold someone extra time for ICE on a civil detainer alone, or give ICE non-public access to local databases and facilities, and they may not join the 287(g) program. Federal immigration enforcement itself is unchanged — ICE and CBP still operate in New Jersey under federal law, and the statutes include carve-outs (for example, for people charged with or convicted of certain serious offenses and, under the enacted amendments, notice in some final-removal-order situations). This is general information about what the statutes do, not legal advice about any individual case.","A los inmigrantes que viven en Nueva Jersey y a sus familias durante sus encuentros con la policía, los alguaciles (sheriffs), las cárceles y los fiscales estatales, del condado y municipales, no con agentes federales. Las leyes limitan hasta dónde pueden llegar los propios agentes de Nueva Jersey al ayudar a ICE: por lo general no pueden preguntar por el estatus migratorio sin un motivo de investigación penal, retener a alguien tiempo adicional para ICE solo con una orden de detención civil, ni dar a ICE acceso no público a bases de datos e instalaciones locales, y no pueden unirse al programa 287(g). La aplicación de la ley migratoria federal en sí no cambia: ICE y CBP siguen operando en Nueva Jersey bajo la ley federal, y los estatutos incluyen excepciones (por ejemplo, para personas acusadas o condenadas por ciertos delitos graves y, según las enmiendas aprobadas, aviso en algunas situaciones de orden final de deportación). Esto es información general sobre lo que hacen los estatutos, no asesoría legal sobre ningún caso individual.",,4,2018-11-29,2026-03-25,2026-08-26,/immigration-cases/new-jersey-immigrant-trust-laws-ice-cooperation/,/es/casos-de-inmigracion/leyes-de-confianza-inmigrante-de-nueva-jersey/
sevis-terminations,SEVIS terminations & student-visa revocations,Terminaciones de SEVIS y revocaciones de visas de estudiante,Presidents' Alliance on Higher Education and Immigration v. Bondi,1:25-cv-11109-PBS,U.S. District Court for the District of Massachusetts (Judge Patti B. Saris),Tribunal Federal del Distrito de Massachusetts (jueza Saris),active_litigation,Active litigation,Litigio activo,"Affects F-1 international students and Optional Practical Training (OPT) participants physically present in the United States whose SEVIS records were terminated and/or whose student visas were revoked in spring 2025, often without notice or individualized review. The suit is a facial challenge to the underlying federal policies, so its outcome bears on the broader category of international students subject to database-match-based SEVIS terminations.","Estudiantes internacionales F-1 y participantes de Optional Practical Training (OPT) que están físicamente en EE.UU. y cuyos registros SEVIS fueron terminados o cuyas visas de estudiante fueron revocadas en la primavera de 2025, a menudo sin aviso ni revisión individual. La demanda es una impugnación de las políticas federales subyacentes, así que su resultado afecta a la categoría más amplia de estudiantes internacionales.",4700,4,2025-04,2026-03-20,2026-09-01,/immigration-cases/sevis-terminations-student-visas/,/es/casos-de-inmigracion/terminaciones-sevis-visas-estudiante/
benefits-eligibility,Immigrant eligibility for public benefits (PRWORA reinterpretation),Elegibilidad de inmigrantes para beneficios públicos (reinterpretación de PRWORA),State of New York v. U.S. Department of Justice,1:25-cv-00345 (D.R.I.),U.S. District Court for the District of Rhode Island,Tribunal Federal del Distrito de Rhode Island,partially_blocked,Partially blocked,Parcialmente bloqueada,"Immigrant communities' access to federally funded health and social-service programs that a July 2025 reinterpretation of PRWORA reclassified as 'federal public benefits' requiring a qualified immigration status — including Head Start, Title X family planning, community and migrant health centers, and certain adult-education programs.","El acceso de las comunidades inmigrantes a programas federales de salud y servicios sociales que una reinterpretación de julio de 2025 de PRWORA reclasificó como 'beneficios públicos federales' que requieren un estatus migratorio calificado — incluyendo Head Start, planificación familiar del Título X, centros de salud comunitarios y para migrantes, y ciertos programas de educación para adultos.",,5,2025-07-14,2026-03-20,2026-08-26,/immigration-cases/public-benefits-eligibility/,/es/casos-de-inmigracion/elegibilidad-beneficios-publicos/
asylum-appeal-substantial-evidence,How appeals courts review asylum denials: the substantial-evidence standard,Cómo las cortes de apelaciones revisan las negaciones de asilo: el estándar de evidencia sustancial,Urias-Orellana v. Bondi,No. 24-777,U.S. Supreme Court,Corte Suprema de EE.UU.,decided,Decided,Resuelto,"People already in the United States who are appealing the denial of an asylum claim to a federal court of appeals after an immigration judge and the Board of Immigration Appeals found that the harm they described does not rise to the level of ""persecution."" The decision confirms that these courts give substantial deference to the agency's persecution finding rather than deciding the question fresh, which makes such a denial harder to overturn on appeal.","Personas que ya están en Estados Unidos y que apelan ante una corte federal de apelaciones la negación de un caso de asilo, después de que un juez de inmigración y la Junta de Apelaciones de Inmigración determinaran que el daño que describieron no alcanza el nivel de ""persecución"". La decisión confirma que estas cortes dan amplia deferencia a la determinación de persecución de la agencia, en lugar de decidir la cuestión de nuevo, lo que hace más difícil revertir esa negación en la apelación.",,4,2025-01-17,2026-03-04,2026-08-26,/immigration-cases/asylum-appeal-substantial-evidence-standard/,/es/casos-de-inmigracion/apelacion-de-asilo-estandar-de-evidencia-sustancial/
california-2026-school-family-protections,"California school and family immigrant-protection laws (AB 49, SB 98, AB 419, AB 495)","Leyes de California de protección en escuelas y familias (AB 49, SB 98, AB 419, AB 495)","California AB 49, SB 98, AB 419 & AB 495 (2025 school and family immigrant-protection laws)","AB 49 (Ch. 122); SB 98 (Ch. 124); AB 419 (Ch. 663); AB 495 (Ch. 664), Stats. 2025",California State Legislature (enacted; signed by the Governor) — not litigation,Legislatura del Estado de California (promulgadas; firmadas por el Gobernador) — no es litigio,in_effect,Policy in effect,Política en vigor,"AB 49 bars school officials from letting immigration-enforcement officers into nonpublic areas of a K-12 schoolsite without a valid judicial warrant, judicial subpoena, or court order, and limits disclosure of student and family records. SB 98 requires schools to notify the campus community when immigration enforcement is confirmed on site, but the requirements differ by level. For K-12 local educational agencies (LEAs) and charter schools, the LEA has sole discretion over the content and timing of the notice (it must prioritize student safety and may not include personally identifiable information), and the law does NOT require the notice to state the date, time, or location of the enforcement. Only postsecondary campuses (community college districts, the California State University, and qualifying independent institutions) must include the date and time the enforcement was confirmed, its location, and a link to support resources. AB 419 requires schools to post information about students' rights regarding immigration enforcement in administrative offices and on school websites. AB 495 (Family Preparedness Act) makes it easier for parents to plan for their children's care if they are detained or deported (expanded caregiver's authorization affidavits and joint guardianship for a temporarily unavailable parent), keeps related guardianship records confidential, and bars licensed child care and state preschool programs from collecting immigration-status information except as required by law.","La AB 49 prohíbe que el personal escolar permita a agentes de control migratorio entrar a áreas no públicas de una escuela K-12 sin una orden judicial válida, una citación judicial o una orden de un tribunal, y limita la divulgación de expedientes de estudiantes y familias. La SB 98 exige que las escuelas notifiquen a la comunidad escolar cuando se confirma la presencia de control migratorio en el plantel, pero los requisitos difieren según el nivel. Para las agencias educativas locales (LEA) y escuelas chárter de K-12, la LEA tiene discreción exclusiva sobre el contenido y el momento del aviso (debe priorizar la seguridad de los estudiantes y no puede incluir información de identificación personal), y la ley NO exige que el aviso indique la fecha, la hora ni el lugar del operativo. Solo los planteles de educación superior (distritos de colegios comunitarios, la Universidad Estatal de California e instituciones independientes que califiquen) deben incluir la fecha y hora en que se confirmó el operativo, su ubicación y un enlace a recursos de apoyo. La AB 419 exige que las escuelas publiquen información sobre los derechos de los estudiantes frente al control migratorio en las oficinas administrativas y en sus sitios web. La AB 495 (Ley de Preparación Familiar) facilita que los padres planifiquen el cuidado de sus hijos si son detenidos o deportados (afidávits de autorización de cuidador ampliados y tutela conjunta cuando un padre está temporalmente ausente), mantiene confidenciales los expedientes de tutela relacionados y prohíbe que los programas licenciados de cuidado infantil y de preescolar estatal recopilen información sobre el estatus migratorio salvo cuando la ley lo exija.",,4,2025-09-20,2026-03-01,2026-09-01,/immigration-cases/california-school-and-family-immigrant-protection-laws/,/es/casos-de-inmigracion/leyes-de-california-de-proteccion-en-escuelas-y-familias/
